,PassengerId,Superviviente,Clase,Nombre,Sexo,Edad,SibSp,Parch,Ticket,Precio pasaje,Puerta de embarque,Rango_Edad,Titulos
821,822,Vivos,Tercera,"Lulic, Mr. Nikola",Hombre,27,0,0,315098,8.6625,Southamptom,Adultos, Mr
822,823,Muertos,Primera,"Reuchlin, Jonkheer. John George",Hombre,38,0,0,19972,0.0,Southamptom,Adultos, Jonkheer
823,824,Vivos,Tercera,"Moor, Mrs. (Beila)",Mujer,27,0,1,392096,12.475,Southamptom,Adultos, Mrs
824,825,Muertos,Tercera,"Panula, Master. Urho Abraham",Hombre,2,4,1,3101295,39.6875,Southamptom,Jóvenes, Master
825,826,Muertos,Tercera,"Flynn, Mr. John",Hombre,29,0,0,368323,6.95,Queenstown,Adultos, Mr
826,827,Muertos,Tercera,"Lam, Mr. Len",Hombre,29,0,0,1601,56.4958,Southamptom,Adultos, Mr
827,828,Vivos,Segunda,"Mallet, Master. Andre",Hombre,1,0,2,S.C./PARIS 2079,37.0042,Cherbourg,Jóvenes, Master
828,829,Vivos,Tercera,"McCormack, Mr. Thomas Joseph",Hombre,29,0,0,367228,7.75,Queenstown,Adultos, Mr
829,830,Vivos,Primera,"Stone, Mrs. George Nelson (Martha Evelyn)",Mujer,62,0,0,113572,80.0,Southamptom,Mayores, Mrs
830,831,Vivos,Tercera,"Yasbeck, Mrs. Antoni (Selini Alexander)",Mujer,15,1,0,2659,14.4542,Cherbourg,Jóvenes, Mrs
831,832,Vivos,Segunda,"Richards, Master. George Sibley",Hombre,0,1,1,29106,18.75,Southamptom,, Master
832,833,Muertos,Tercera,"Saad, Mr. Amin",Hombre,29,0,0,2671,7.2292,Cherbourg,Adultos, Mr
833,834,Muertos,Tercera,"Augustsson, Mr. Albert",Hombre,23,0,0,347468,7.8542,Southamptom,Adultos, Mr
834,835,Muertos,Tercera,"Allum, Mr. Owen George",Hombre,18,0,0,2223,8.3,Southamptom,Adultos, Mr
835,836,Vivos,Primera,"Compton, Miss. Sara Rebecca",Mujer,39,1,1,PC 17756,83.1583,Cherbourg,Adultos, Miss
836,837,Muertos,Tercera,"Pasic, Mr. Jakob",Hombre,21,0,0,315097,8.6625,Southamptom,Adultos, Mr
837,838,Muertos,Tercera,"Sirota, Mr. Maurice",Hombre,29,0,0,392092,8.05,Southamptom,Adultos, Mr
838,839,Vivos,Tercera,"Chip, Mr. Chang",Hombre,32,0,0,1601,56.4958,Southamptom,Adultos, Mr
839,840,Vivos,Primera,"Marechal, Mr. Pierre",Hombre,29,0,0,11774,29.7,Cherbourg,Adultos, Mr
840,841,Muertos,Tercera,"Alhomaki, Mr. Ilmari Rudolf",Hombre,20,0,0,SOTON/O2 3101287,7.925,Southamptom,Adultos, Mr
841,842,Muertos,Segunda,"Mudd, Mr. Thomas Charles",Hombre,16,0,0,S.O./P.P. 3,10.5,Southamptom,Jóvenes, Mr
842,843,Vivos,Primera,"Serepeca, Miss. Augusta",Mujer,30,0,0,113798,31.0,Cherbourg,Adultos, Miss
843,844,Muertos,Tercera,"Lemberopolous, Mr. Peter L",Hombre,34,0,0,2683,6.4375,Cherbourg,Adultos, Mr
844,845,Muertos,Tercera,"Culumovic, Mr. Jeso",Hombre,17,0,0,315090,8.6625,Southamptom,Adultos, Mr
845,846,Muertos,Tercera,"Abbing, Mr. Anthony",Hombre,42,0,0,C.A. 5547,7.55,Southamptom,Adultos, Mr
846,847,Muertos,Tercera,"Sage, Mr. Douglas Bullen",Hombre,29,8,2,CA. 2343,69.55,Southamptom,Adultos, Mr
847,848,Muertos,Tercera,"Markoff, Mr. Marin",Hombre,35,0,0,349213,7.8958,Cherbourg,Adultos, Mr
848,849,Muertos,Segunda,"Harper, Rev. John",Hombre,28,0,1,248727,33.0,Southamptom,Adultos, Rev
849,850,Vivos,Primera,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Mujer,29,1,0,17453,89.1042,Cherbourg,Adultos, Mrs
850,851,Muertos,Tercera,"Andersson, Master. Sigvard Harald Elias",Hombre,4,4,2,347082,31.275,Southamptom,Jóvenes, Master
851,852,Muertos,Tercera,"Svensson, Mr. Johan",Hombre,74,0,0,347060,7.775,Southamptom,Mayores, Mr
852,853,Muertos,Tercera,"Boulos, Miss. Nourelain",Mujer,9,1,1,2678,15.2458,Cherbourg,Jóvenes, Miss
853,854,Vivos,Primera,"Lines, Miss. Mary Conover",Mujer,16,0,1,PC 17592,39.4,Southamptom,Jóvenes, Miss
854,855,Muertos,Segunda,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Mujer,44,1,0,244252,26.0,Southamptom,Adultos, Mrs
855,856,Vivos,Tercera,"Aks, Mrs. Sam (Leah Rosen)",Mujer,18,0,1,392091,9.35,Southamptom,Adultos, Mrs
856,857,Vivos,Primera,"Wick, Mrs. George Dennick (Mary Hitchcock)",Mujer,45,1,1,36928,164.8667,Southamptom,Adultos, Mrs
857,858,Vivos,Primera,"Daly, Mr. Peter Denis ",Hombre,51,0,0,113055,26.55,Southamptom,Mayores, Mr
858,859,Vivos,Tercera,"Baclini, Mrs. Solomon (Latifa Qurban)",Mujer,24,0,3,2666,19.2583,Cherbourg,Adultos, Mrs
859,860,Muertos,Tercera,"Razi, Mr. Raihed",Hombre,29,0,0,2629,7.2292,Cherbourg,Adultos, Mr
860,861,Muertos,Tercera,"Hansen, Mr. Claus Peter",Hombre,41,2,0,350026,14.1083,Southamptom,Adultos, Mr
861,862,Muertos,Segunda,"Giles, Mr. Frederick Edward",Hombre,21,1,0,28134,11.5,Southamptom,Adultos, Mr
862,863,Vivos,Primera,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Mujer,48,0,0,17466,25.9292,Southamptom,Adultos, Mrs
863,864,Muertos,Tercera,"Sage, Miss. Dorothy Edith ""Dolly""",Mujer,29,8,2,CA. 2343,69.55,Southamptom,Adultos, Miss
864,865,Muertos,Segunda,"Gill, Mr. John William",Hombre,24,0,0,233866,13.0,Southamptom,Adultos, Mr
865,866,Vivos,Segunda,"Bystrom, Mrs. (Karolina)",Mujer,42,0,0,236852,13.0,Southamptom,Adultos, Mrs
866,867,Vivos,Segunda,"Duran y More, Miss. Asuncion",Mujer,27,1,0,SC/PARIS 2149,13.8583,Cherbourg,Adultos, Miss
867,868,Muertos,Primera,"Roebling, Mr. Washington Augustus II",Hombre,31,0,0,PC 17590,50.4958,Southamptom,Adultos, Mr
868,869,Muertos,Tercera,"van Melkebeke, Mr. Philemon",Hombre,29,0,0,345777,9.5,Southamptom,Adultos, Mr
869,870,Vivos,Tercera,"Johnson, Master. Harold Theodor",Hombre,4,1,1,347742,11.1333,Southamptom,Jóvenes, Master
870,871,Muertos,Tercera,"Balkic, Mr. Cerin",Hombre,26,0,0,349248,7.8958,Southamptom,Adultos, Mr
871,872,Vivos,Primera,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Mujer,47,1,1,11751,52.5542,Southamptom,Adultos, Mrs
872,873,Muertos,Primera,"Carlsson, Mr. Frans Olof",Hombre,33,0,0,695,5.0,Southamptom,Adultos, Mr
873,874,Muertos,Tercera,"Vander Cruyssen, Mr. Victor",Hombre,47,0,0,345765,9.0,Southamptom,Adultos, Mr
874,875,Vivos,Segunda,"Abelson, Mrs. Samuel (Hannah Wizosky)",Mujer,28,1,0,P/PP 3381,24.0,Cherbourg,Adultos, Mrs
875,876,Vivos,Tercera,"Najib, Miss. Adele Kiamie ""Jane""",Mujer,15,0,0,2667,7.225,Cherbourg,Jóvenes, Miss
876,877,Muertos,Tercera,"Gustafsson, Mr. Alfred Ossian",Hombre,20,0,0,7534,9.8458,Southamptom,Adultos, Mr
877,878,Muertos,Tercera,"Petroff, Mr. Nedelio",Hombre,19,0,0,349212,7.8958,Southamptom,Adultos, Mr
878,879,Muertos,Tercera,"Laleff, Mr. Kristo",Hombre,29,0,0,349217,7.8958,Southamptom,Adultos, Mr
879,880,Vivos,Primera,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Mujer,56,0,1,11767,83.1583,Cherbourg,Mayores, Mrs
880,881,Vivos,Segunda,"Shelley, Mrs. William (Imanita Parrish Hall)",Mujer,25,0,1,230433,26.0,Southamptom,Adultos, Mrs
881,882,Muertos,Tercera,"Markun, Mr. Johann",Hombre,33,0,0,349257,7.8958,Southamptom,Adultos, Mr
882,883,Muertos,Tercera,"Dahlberg, Miss. Gerda Ulrika",Mujer,22,0,0,7552,10.5167,Southamptom,Adultos, Miss
883,884,Muertos,Segunda,"Banfield, Mr. Frederick James",Hombre,28,0,0,C.A./SOTON 34068,10.5,Southamptom,Adultos, Mr
884,885,Muertos,Tercera,"Sutehall, Mr. Henry Jr",Hombre,25,0,0,SOTON/OQ 392076,7.05,Southamptom,Adultos, Mr
885,886,Muertos,Tercera,"Rice, Mrs. William (Margaret Norton)",Mujer,39,0,5,382652,29.125,Queenstown,Adultos, Mrs
886,887,Muertos,Segunda,"Montvila, Rev. Juozas",Hombre,27,0,0,211536,13.0,Southamptom,Adultos, Rev
887,888,Vivos,Primera,"Graham, Miss. Margaret Edith",Mujer,19,0,0,112053,30.0,Southamptom,Adultos, Miss
888,889,Muertos,Tercera,"Johnston, Miss. Catherine Helen ""Carrie""",Mujer,29,1,2,W./C. 6607,23.45,Southamptom,Adultos, Miss
889,890,Vivos,Primera,"Behr, Mr. Karl Howell",Hombre,26,0,0,111369,30.0,Cherbourg,Adultos, Mr
890,891,Muertos,Tercera,"Dooley, Mr. Patrick",Hombre,32,0,0,370376,7.75,Queenstown,Adultos, Mr
